PositionX, PositionY, is_walkable, is_shootable,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility
40, 34, 1, 1, 38, 42, 46, 54, 16, 8, 38, 38, 48
40, 35, 1, 1, 39, 43, 47, 55, 15, 7, 39, 39, 48
40, 36, 1, 1, 40, 44, 48, 56, 14, 6, 40, 40, 49
40, 37, 1, 1, 41, 45, 49, 57, 13, 5, 41, 41, 49
40, 38, 1, 1, 42, 46, 50, 58, 12, 4, 42, 42, 48
40, 39, 1, 1, 43, 47, 51, 59, 11, 3, 43, 43, 48
40, 40, 1, 1, 44, 48, 52, 60, 10, 2, 44, 44, 48
40, 41, 1, 1, 45, 49, 53, 61, 9, 1, 45, 45, 47
40, 42, 1, 1, 46, 50, 54, 62, 8, 0, 46, 46, 46
40, 43, 1, 1, 47, 51, 55, 63, 9, 1, 47, 47, 45
40, 44, 1, 1, 48, 52, 56, 64, 10, 2, 48, 48, 43
40, 45, 1, 1, 49, 53, 57, 65, 11, 3, 49, 49, 39
40, 46, 1, 1, 50, 54, 58, 66, 12, 4, 50, 50, 34
40, 47, 1, 1, 51, 55, 59, 67, 13, 5, 51, 51, 28
40, 48, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
40, 49, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
41, 0, 1, 1, 9, 13, 63, 69, 57, 53, 9, 9, 16
41, 1, 1, 1, 8, 12, 62, 68, 56, 52, 8, 8, 20
41, 2, 1, 1, 7, 11, 61, 67, 55, 51, 7, 7, 19
41, 3, 1, 1, 6, 10, 60, 66, 54, 50, 6, 6, 20
41, 4, 1, 1, 5, 9, 59, 65, 53, 49, 5, 5, 24
41, 5, 1, 1, 4, 8, 58, 64, 52, 48, 4, 4, 28
41, 6, 1, 1, 3, 7, 57, 63, 51, 47, 3, 3, 29
41, 7, 1, 1, 2, 6, 56, 62, 50, 46, 2, 2, 29
41, 8, 1, 1, 1, 5, 55, 61, 49, 45, 1, 1, 29
41, 9, 1, 1, 2, 6, 54, 60, 48, 44, 2, 2, 28
41, 10, 1, 1, 3, 7, 53, 59, 47, 43, 3, 3, 28
41, 11, 1, 1, 4, 8, 52, 58, 46, 42, 4, 4, 26
41, 12, 1, 1, 5, 9, 51, 57, 45, 41, 5, 5, 27
41, 13, 1, 1, 6, 10, 50, 56, 44, 40, 6, 6, 29
41, 14, 1, 1, 7, 11, 49, 55, 43, 39, 7, 7, 30
41, 15, 1, 1, 8, 12, 48, 54, 42, 38, 8, 8, 30
41, 16, 1, 1, 9, 13, 47, 53, 41, 37, 9, 9, 31
41, 17, 1, 1, 10, 14, 46, 52, 40, 36, 10, 10, 33
41, 18, 1, 1, 11, 15, 45, 51, 39, 35, 11, 11, 37
41, 19, 1, 1, 12, 16, 44, 50, 38, 34, 12, 12, 37
41, 20, 1, 1, 13, 17, 43, 49, 37, 33, 13, 13, 36
41, 21, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
41, 22, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
41, 23, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
41, 24, 1, 1, 31, 35, 39, 45, 25, 19, 31, 31, 25
41, 25, 1, 1, 30, 34, 38, 44, 24, 18, 30, 30, 30
41, 26, 1, 1, 31, 35, 39, 45, 23, 17, 31, 31, 32
41, 27, 1, 1, 32, 36, 40, 46, 24, 16, 32, 32, 28
41, 28, 1, 1, 33, 37, 41, 47, 23, 15, 33, 33, 26
41, 29, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
41, 30, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
41, 31, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
41, 32, 1, 1, 37, 41, 45, 53, 17, 11, 37, 37, 40
41, 33, 1, 1, 38, 42, 46, 52, 16, 10, 38, 38, 46
41, 34, 1, 1, 39, 43, 47, 53, 15, 9, 39, 39, 48
41, 35, 1, 1, 40, 44, 48, 54, 14, 8, 40, 40, 50
41, 36, 1, 1, 41, 45, 49, 55, 13, 7, 41, 41, 51
41, 37, 1, 1, 42, 46, 50, 56, 12, 6, 42, 42, 51
41, 38, 1, 1, 43, 47, 51, 57, 11, 5, 43, 43, 51
41, 39, 1, 1, 44, 48, 52, 58, 10, 4, 44, 44, 50
41, 40, 1, 1, 45, 49, 53, 59, 9, 3, 45, 45, 49
41, 41, 1, 1, 46, 50, 54, 60, 8, 2, 46, 46, 48
41, 42, 1, 1, 47, 51, 55, 61, 7, 1, 47, 47, 48
41, 43, 1, 1, 48, 52, 56, 62, 8, 2, 48, 48, 46
41, 44, 1, 1, 49, 53, 57, 63, 9, 3, 49, 49, 43
41, 45, 1, 1, 50, 54, 58, 64, 10, 4, 50, 50, 39
41, 46, 1, 1, 51, 55, 59, 65, 11, 5, 51, 51, 37
41, 47, 1, 1, 52, 56, 60, 66, 12, 6, 52, 52, 31
41, 48, 1, 1, 53, 57, 61, 67, 13, 7, 53, 53, 26
41, 49, 1, 1, 54, 58, 62, 68, 14, 8, 54, 54, 23
42, 0, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
42, 1, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
42, 2, 1, 1, 6, 10, 62, 66, 54, 52, 6, 6, 20
42, 3, 1, 1, 5, 9, 61, 65, 53, 51, 5, 5, 23
42, 4, 1, 1, 4, 8, 60, 64, 52, 50, 4, 4, 26
42, 5, 1, 1, 3, 7, 59, 63, 51, 49, 3, 3, 28
42, 6, 1, 1, 2, 6, 58, 62, 50, 48, 2, 2, 30
42, 7, 1, 1, 1, 5, 57, 61, 49, 47, 1, 1, 30
42, 8, 1, 1, 0, 4, 56, 60, 48, 46, 0, 0, 30
42, 9, 1, 1, 1, 5, 55, 59, 47, 45, 1, 1, 31
42, 10, 1, 1, 2, 6, 54, 58, 46, 44, 2, 2, 33
42, 11, 1, 1, 3, 7, 53, 57, 45, 43, 3, 3, 31
42, 12, 1, 1, 4, 8, 52, 56, 44, 42, 4, 4, 28
42, 13, 1, 1, 5, 9, 51, 57, 45, 41, 5, 5, 27
42, 14, 1, 1, 6, 10, 50, 56, 44, 40, 6, 6, 24
42, 15, 1, 1, 7, 11, 49, 55, 43, 39, 7, 7, 22
42, 16, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
42, 17, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
42, 18, 1, 1, 12, 14, 46, 50, 38, 36, 12, 12, 30
42, 19, 1, 1, 13, 15, 45, 49, 37, 35, 13, 13, 33
42, 20, 1, 1, 14, 16, 44, 48, 36, 34, 14, 14, 35
42, 21, 1, 1, 15, 17, 45, 49, 37, 35, 15, 15, 29
42, 22, 0, 1, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 24
42, 23, 1, 1, 33, 35, 41, 45, 25, 21, 33, 33, 27
42, 24, 1, 1, 32, 34, 40, 44, 24, 20, 32, 32, 29
42, 25, 1, 1, 31, 33, 39, 43, 23, 19, 31, 31, 29
42, 26, 1, 1, 32, 34, 40, 44, 22, 18, 32, 32, 29
42, 27, 1, 1, 33, 35, 41, 45, 23, 17, 33, 33, 23
42, 28, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
42, 29, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
42, 30, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
42, 31, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
42, 32, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
42, 33, 1, 1, 39, 41, 47, 51, 15, 11, 39, 39, 44
42, 34, 1, 1, 40, 42, 48, 52, 14, 10, 40, 40, 47
42, 35, 1, 1, 41, 43, 49, 53, 13, 9, 41, 41, 50
42, 36, 1, 1, 42, 44, 50, 54, 12, 8, 42, 42, 52
42, 37, 1, 1, 43, 45, 51, 55, 11, 7, 43, 43, 52
42, 38, 1, 1, 44, 46, 52, 56, 10, 6, 44, 44, 51
42, 39, 1, 1, 45, 47, 53, 57, 9, 5, 45, 45, 50
42, 40, 1, 1, 46, 48, 54, 58, 8, 4, 46, 46, 50
42, 41, 1, 1, 47, 49, 55, 59, 7, 3, 47, 47, 50
42, 42, 1, 1, 48, 50, 56, 60, 6, 2, 48, 48, 48
42, 43, 1, 1, 49, 51, 57, 61, 7, 3, 49, 49, 46
42, 44, 1, 1, 50, 52, 58, 62, 8, 4, 50, 50, 44
42, 45, 1, 1, 51, 53, 59, 63, 9, 5, 51, 51, 40
42, 46, 1, 1, 52, 54, 60, 64, 10, 6, 52, 52, 38
42, 47, 1, 1, 53, 55, 61, 65, 11, 7, 53, 53, 33
42, 48, 1, 1, 54, 56, 62, 66, 12, 8, 54, 54, 27
42, 49, 1, 1, 55, 57, 63, 67, 13, 9, 55, 55, 24
43, 0, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
43, 1, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
43, 2, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
43, 3, 1, 1, 6, 8, 62, 64, 52, 52, 6, 6, 24
43, 4, 1, 1, 5, 7, 61, 63, 51, 51, 5, 5, 27
43, 5, 1, 1, 4, 6, 60, 62, 50, 50, 4, 4, 29
43, 6, 1, 1, 3, 5, 59, 61, 49, 49, 3, 3, 30
43, 7, 1, 1, 2, 4, 58, 60, 48, 48, 2, 2, 31
43, 8, 1, 1, 1, 3, 57, 59, 47, 47, 1, 1, 31
43, 9, 1, 1, 2, 4, 56, 58, 46, 46, 2, 2, 32
43, 10, 1, 1, 3, 5, 55, 57, 45, 45, 3, 3, 34
43, 11, 1, 1, 4, 6, 54, 56, 44, 44, 4, 4, 34
43, 12, 1, 1, 5, 7, 53, 55, 43, 43, 5, 5, 29
43, 13, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
43, 14, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
43, 15, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
43, 16, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
43, 17, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
43, 18, 1, 1, 13, 13, 47, 49, 37, 37, 13, 13, 28
43, 19, 1, 1, 14, 14, 46, 48, 36, 36, 14, 14, 33
43, 20, 1, 1, 15, 15, 45, 47, 35, 35, 15, 15, 35
43, 21, 1, 1, 16, 16, 46, 48, 36, 36, 16, 16, 34
43, 22, 0, 1, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 30
43, 23, 1, 1, 34, 34, 42, 44, 24, 22, 34, 34, 27
43, 24, 1, 1, 33, 33, 41, 43, 23, 21, 33, 33, 29
43, 25, 1, 1, 32, 32, 40, 42, 22, 20, 32, 32, 31
43, 26, 1, 1, 33, 33, 41, 43, 21, 19, 33, 33, 28
43, 27, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
43, 28, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
43, 29, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
43, 30, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
43, 31, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
43, 32, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
43, 33, 1, 1, 40, 40, 48, 50, 14, 12, 40, 40, 39
43, 34, 1, 1, 41, 41, 49, 51, 13, 11, 41, 41, 47
43, 35, 1, 1, 42, 42, 50, 52, 12, 10, 42, 42, 51
43, 36, 1, 1, 43, 43, 51, 53, 11, 9, 43, 43, 53
43, 37, 1, 1, 44, 44, 52, 54, 10, 8, 44, 44, 52
43, 38, 1, 1, 45, 45, 53, 55, 9, 7, 45, 45, 52
43, 39, 1, 1, 46, 46, 54, 56, 8, 6, 46, 46, 52
43, 40, 1, 1, 47, 47, 55, 57, 7, 5, 47, 47, 50
43, 41, 1, 1, 48, 48, 56, 58, 6, 4, 48, 48, 50
43, 42, 1, 1, 49, 49, 57, 59, 5, 3, 49, 49, 48
43, 43, 1, 1, 50, 50, 58, 60, 6, 4, 50, 50, 46
43, 44, 1, 1, 51, 51, 59, 61, 7, 5, 51, 51, 44
43, 45, 1, 1, 52, 52, 60, 62, 8, 6, 52, 52, 41
43, 46, 1, 1, 53, 53, 61, 63, 9, 7, 53, 53, 37
43, 47, 1, 1, 54, 54, 62, 64, 10, 8, 54, 54, 34
43, 48, 1, 1, 55, 55, 63, 65, 11, 9, 55, 55, 29
43, 49, 1, 1, 56, 56, 64, 66, 12, 10, 56, 56, 24
44, 0, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
44, 1, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
44, 2, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
44, 3, 1, 1, 7, 7, 63, 63, 51, 53, 7, 7, 24
44, 4, 1, 1, 6, 6, 62, 62, 50, 52, 6, 6, 27
44, 5, 1, 1, 5, 5, 61, 61, 49, 51, 5, 5, 29
44, 6, 1, 1, 4, 4, 60, 60, 48, 50, 4, 4, 30
44, 7, 1, 1, 3, 3, 59, 59, 47, 49, 3, 3, 31
44, 8, 1, 1, 2, 2, 58, 58, 46, 48, 2, 2, 31
44, 9, 1, 1, 3, 3, 57, 57, 45, 47, 3, 3, 32
44, 10, 1, 1, 4, 4, 56, 56, 44, 46, 4, 4, 34
44, 11, 1, 1, 5, 5, 55, 55, 43, 45, 5, 5, 34
44, 12, 1, 1, 6, 6, 54, 54, 42, 44, 6, 6, 29
44, 13, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
44, 14, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
44, 15, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
44, 16, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
44, 17, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
44, 18, 1, 1, 14, 12, 48, 48, 36, 38, 14, 14, 28
44, 19, 1, 1, 15, 13, 47, 47, 35, 37, 15, 15, 33
44, 20, 1, 1, 16, 14, 46, 46, 34, 36, 16, 16, 35
44, 21, 1, 1, 17, 15, 47, 47, 35, 37, 17, 17, 34
44, 22, 0, 1, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 30
44, 23, 1, 1, 35, 33, 43, 43, 23, 23, 35, 35, 27
44, 24, 1, 1, 34, 32, 42, 42, 22, 22, 34, 34, 29
44, 25, 1, 1, 33, 31, 41, 41, 21, 21, 33, 33, 31
44, 26, 1, 1, 34, 32, 42, 42, 20, 20, 34, 34, 28
44, 27, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
44, 28, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
44, 29, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
44, 30, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
44, 31, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
44, 32, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
44, 33, 1, 1, 41, 39, 49, 49, 13, 13, 41, 41, 39
44, 34, 1, 1, 42, 40, 50, 50, 12, 12, 42, 42, 47
44, 35, 1, 1, 43, 41, 51, 51, 11, 11, 43, 43, 51
44, 36, 1, 1, 44, 42, 52, 52, 10, 10, 44, 44, 53
44, 37, 1, 1, 45, 43, 53, 53, 9, 9, 45, 45, 52
44, 38, 1, 1, 46, 44, 54, 54, 8, 8, 46, 46, 52
44, 39, 1, 1, 47, 45, 55, 55, 7, 7, 47, 47, 52
44, 40, 1, 1, 48, 46, 56, 56, 6, 6, 48, 48, 50
44, 41, 1, 1, 49, 47, 57, 57, 5, 5, 49, 49, 50
44, 42, 1, 1, 50, 48, 58, 58, 4, 4, 50, 50, 48
44, 43, 1, 1, 51, 49, 59, 59, 5, 5, 51, 51, 46
44, 44, 1, 1, 52, 50, 60, 60, 6, 6, 52, 52, 44
44, 45, 1, 1, 53, 51, 61, 61, 7, 7, 53, 53, 41
44, 46, 1, 1, 54, 52, 62, 62, 8, 8, 54, 54, 37
44, 47, 1, 1, 55, 53, 63, 63, 9, 9, 55, 55, 34
44, 48, 1, 1, 56, 54, 64, 64, 10, 10, 56, 56, 29
44, 49, 1, 1, 57, 55, 65, 65, 11, 11, 57, 57, 24
45, 0, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
45, 1, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
45, 2, 1, 1, 9, 7, 65, 63, 51, 55, 9, 9, 20
45, 3, 1, 1, 8, 6, 64, 62, 50, 54, 8, 8, 23
45, 4, 1, 1, 7, 5, 63, 61, 49, 53, 7, 7, 26
45, 5, 1, 1, 6, 4, 62, 60, 48, 52, 6, 6, 28
45, 6, 1, 1, 5, 3, 61, 59, 47, 51, 5, 5, 30
45, 7, 1, 1, 4, 2, 60, 58, 46, 50, 4, 4, 30
45, 8, 1, 1, 3, 1, 59, 57, 45, 49, 3, 3, 30
45, 9, 1, 1, 4, 2, 58, 56, 44, 48, 4, 4, 31
45, 10, 1, 1, 5, 3, 57, 55, 43, 47, 5, 5, 33
45, 11, 1, 1, 6, 4, 56, 54, 42, 46, 6, 6, 31
45, 12, 1, 1, 7, 5, 55, 53, 41, 45, 7, 7, 28
45, 13, 1, 1, 8, 6, 56, 52, 40, 46, 8, 8, 27
45, 14, 1, 1, 9, 7, 55, 51, 39, 45, 9, 9, 24
45, 15, 1, 1, 10, 8, 54, 50, 38, 44, 10, 10, 22
45, 16, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
45, 17, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
45, 18, 1, 1, 15, 11, 49, 47, 35, 39, 15, 15, 30
45, 19, 1, 1, 16, 12, 48, 46, 34, 38, 16, 16, 33
45, 20, 1, 1, 17, 13, 47, 45, 33, 37, 17, 17, 35
45, 21, 1, 1, 18, 14, 48, 46, 34, 38, 18, 18, 29
45, 22, 0, 1, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 24
45, 23, 1, 1, 36, 32, 44, 42, 22, 24, 36, 36, 27
45, 24, 1, 1, 35, 31, 43, 41, 21, 23, 35, 35, 29
45, 25, 1, 1, 34, 30, 42, 40, 20, 22, 34, 34, 29
45, 26, 1, 1, 35, 31, 43, 41, 19, 21, 35, 35, 29
45, 27, 1, 1, 36, 32, 44, 42, 18, 22, 36, 36, 23
45, 28, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
45, 29, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
45, 30, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
45, 31, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
45, 32, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
45, 33, 1, 1, 42, 38, 50, 48, 12, 14, 42, 42, 44
45, 34, 1, 1, 43, 39, 51, 49, 11, 13, 43, 43, 47
45, 35, 1, 1, 44, 40, 52, 50, 10, 12, 44, 44, 50
45, 36, 1, 1, 45, 41, 53, 51, 9, 11, 45, 45, 52
45, 37, 1, 1, 46, 42, 54, 52, 8, 10, 46, 46, 52
45, 38, 1, 1, 47, 43, 55, 53, 7, 9, 47, 47, 51
45, 39, 1, 1, 48, 44, 56, 54, 6, 8, 48, 48, 50
45, 40, 1, 1, 49, 45, 57, 55, 5, 7, 49, 49, 50
45, 41, 1, 1, 50, 46, 58, 56, 4, 6, 50, 50, 50
45, 42, 1, 1, 51, 47, 59, 57, 3, 5, 51, 51, 48
45, 43, 1, 1, 52, 48, 60, 58, 4, 6, 52, 52, 46
45, 44, 1, 1, 53, 49, 61, 59, 5, 7, 53, 53, 44
45, 45, 1, 1, 54, 50, 62, 60, 6, 8, 54, 54, 40
45, 46, 1, 1, 55, 51, 63, 61, 7, 9, 55, 55, 38
45, 47, 1, 1, 56, 52, 64, 62, 8, 10, 56, 56, 33
45, 48, 1, 1, 57, 53, 65, 63, 9, 11, 57, 57, 27
45, 49, 1, 1, 58, 54, 66, 64, 10, 12, 58, 58, 24
46, 0, 1, 1, 12, 8, 68, 64, 52, 58, 12, 12, 16
46, 1, 1, 1, 11, 7, 67, 63, 51, 57, 11, 11, 20
46, 2, 1, 1, 10, 6, 66, 62, 50, 56, 10, 10, 19
46, 3, 1, 1, 9, 5, 65, 61, 49, 55, 9, 9, 20
46, 4, 1, 1, 8, 4, 64, 60, 48, 54, 8, 8, 24
46, 5, 1, 1, 7, 3, 63, 59, 47, 53, 7, 7, 28
46, 6, 1, 1, 6, 2, 62, 58, 46, 52, 6, 6, 29
46, 7, 1, 1, 5, 1, 61, 57, 45, 51, 5, 5, 29
46, 8, 1, 1, 4, 0, 60, 56, 44, 50, 4, 4, 29
46, 9, 1, 1, 5, 1, 59, 55, 43, 49, 5, 5, 28
46, 10, 1, 1, 6, 2, 58, 54, 42, 48, 6, 6, 28
46, 11, 1, 1, 7, 3, 57, 53, 41, 47, 7, 7, 26
46, 12, 1, 1, 8, 4, 56, 52, 40, 46, 8, 8, 27
46, 13, 1, 1, 9, 5, 55, 51, 39, 45, 9, 9, 29
46, 14, 1, 1, 10, 6, 54, 50, 38, 44, 10, 10, 30
46, 15, 1, 1, 11, 7, 53, 49, 37, 43, 11, 11, 30
46, 16, 1, 1, 12, 8, 52, 48, 36, 42, 12, 12, 31
46, 17, 1, 1, 13, 9, 51, 47, 35, 41, 13, 13, 33
46, 18, 1, 1, 14, 10, 50, 46, 34, 40, 14, 14, 37
46, 19, 1, 1, 15, 11, 49, 45, 33, 39, 15, 15, 37
46, 20, 1, 1, 16, 12, 48, 44, 32, 38, 16, 16, 36
46, 21, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
46, 22, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
46, 23, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
46, 24, 1, 1, 34, 30, 44, 40, 20, 24, 34, 34, 25
46, 25, 1, 1, 33, 29, 43, 39, 19, 23, 33, 33, 30
46, 26, 1, 1, 34, 30, 44, 40, 18, 22, 34, 34, 32
46, 27, 1, 1, 35, 31, 45, 41, 17, 23, 35, 35, 28
46, 28, 1, 1, 36, 32, 46, 42, 16, 22, 36, 36, 26
46, 29, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
46, 30, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
46, 31, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
46, 32, 1, 1, 40, 36, 52, 46, 12, 16, 40, 40, 40
46, 33, 1, 1, 41, 37, 51, 47, 11, 15, 41, 41, 46
46, 34, 1, 1, 42, 38, 52, 48, 10, 14, 42, 42, 48
46, 35, 1, 1, 43, 39, 53, 49, 9, 13, 43, 43, 50
46, 36, 1, 1, 44, 40, 54, 50, 8, 12, 44, 44, 51
46, 37, 1, 1, 45, 41, 55, 51, 7, 11, 45, 45, 51
46, 38, 1, 1, 46, 42, 56, 52, 6, 10, 46, 46, 51
46, 39, 1, 1, 47, 43, 57, 53, 5, 9, 47, 47, 50
46, 40, 1, 1, 48, 44, 58, 54, 4, 8, 48, 48, 49
46, 41, 1, 1, 49, 45, 59, 55, 3, 7, 49, 49, 48
46, 42, 1, 1, 50, 46, 60, 56, 2, 6, 50, 50, 48
46, 43, 1, 1, 51, 47, 61, 57, 3, 7, 51, 51, 46
46, 44, 1, 1, 52, 48, 62, 58, 4, 8, 52, 52, 43
46, 45, 1, 1, 53, 49, 63, 59, 5, 9, 53, 53, 39
46, 46, 1, 1, 54, 50, 64, 60, 6, 10, 54, 54, 37
46, 47, 1, 1, 55, 51, 65, 61, 7, 11, 55, 55, 31
46, 48, 1, 1, 56, 52, 66, 62, 8, 12, 56, 56, 26
46, 49, 1, 1, 57, 53, 67, 63, 9, 13, 57, 57, 23
47, 0, 1, 1, 13, 9, 69, 63, 51, 59, 13, 13, 21
47, 1, 1, 1, 12, 8, 68, 62, 50, 58, 12, 12, 21
47, 2, 1, 1, 11, 7, 67, 61, 49, 57, 11, 11, 18
47, 3, 1, 1, 10, 6, 66, 60, 48, 56, 10, 10, 18
47, 4, 1, 1, 9, 5, 65, 59, 47, 55, 9, 9, 20
47, 5, 1, 1, 8, 4, 64, 58, 46, 54, 8, 8, 26
47, 6, 1, 1, 7, 3, 63, 57, 45, 53, 7, 7, 28
47, 7, 1, 1, 6, 2, 62, 56, 44, 52, 6, 6, 28
47, 8, 1, 1, 5, 1, 61, 55, 43, 51, 5, 5, 28
47, 9, 1, 1, 6, 2, 60, 54, 42, 50, 6, 6, 28
47, 10, 1, 1, 7, 3, 59, 53, 41, 49, 7, 7, 27
47, 11, 1, 1, 8, 4, 58, 52, 40, 48, 8, 8, 21
47, 12, 1, 1, 9, 5, 57, 51, 39, 47, 9, 9, 21
47, 13, 1, 1, 10, 6, 56, 50, 38, 46, 10, 10, 28
47, 14, 1, 1, 11, 7, 55, 49, 37, 45, 11, 11, 33
47, 15, 1, 1, 12, 8, 54, 48, 36, 44, 12, 12, 36
47, 16, 1, 1, 13, 9, 53, 47, 35, 43, 13, 13, 37
47, 17, 1, 1, 14, 10, 52, 46, 34, 42, 14, 14, 39
47, 18, 1, 1, 15, 11, 51, 45, 33, 41, 15, 15, 40
47, 19, 1, 1, 16, 12, 50, 44, 32, 40, 16, 16, 39
47, 20, 1, 1, 17, 13, 49, 43, 31, 39, 17, 17, 32
